Tanggal,Nangroe Aceh Darussalam,,,Sumatera Barat,,,Sumatera Utara,,,Sumatera Selatan,,,Lampung,,,Riau,,,Kepulauan Riau,,,Jambi,,,Kepulauan Bangka Belitung,,,Bengkulu,,,DKI Jakarta,,,Banten,,,Jawa Barat,,,Jawa Tengah,,,Jawa Timur,,,Daerah Istimewah Yogyakarta,,,Bali,,,Nusa Tenggara Barat,,,Nusa Tenggara Timur,,,Kalimantan Barat,,,Kalimantan Selatan,,,Kalimantan Tengah,,,Kalimantan Timur,,,Kalimantan Utara,,,Sulawesi Barat,,,Sulawesi Tenggara,,,Sulawesi Selatan,,,Sulawesi Tengah,,,Sulawesi Utara,,,Gorontalo,,,Maluku,,,Maluku Utara,,,Papua,,,Papua Barat,,
,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh,Positif,Meninggal,Sembuh
4/5/2021,11,1,0,51,3,33,74,0,75,54,4,49,28,2,41,85,8,108,44,0,5,21,0,15,102,2,80,35,0,17,523,5,980,259,0,86,910,5,692,496,56,2136,230,30,269,135,1,227,187,6,171,32,2,0,0,0,0,0,0,0,48,1,3,0,1,5,8,0,0,7,1,3,0,0,9,0,0,0,31,3,113,48,1,29,1,0,5,0,1,11,2,2,9,1,0,15,6,1,46,11,0,33
4/6/2021,13,1,23,105,4,124,77,5,74,49,0,57,38,0,25,214,5,170,23,0,17,60,0,50,62,2,38,23,2,18,487,10,535,187,0,52,964,69,644,651,3,827,295,30,285,233,7,207,236,10,229,7,1,1,27,0,15,36,0,47,16,1,65,1,1,1,0,0,0,14,1,65,1,1,11,10,1,31,209,0,126,16,1,47,11,0,1,7,1,8,11,0,16,8,0,0,30,0,3,20,2,15
4/7/2021,39,0,21,129,2,89,76,1,96,70,6,63,44,1,29,222,4,116,34,1,21,47,0,27,72,1,69,7,0,15,862,11,626,163,0,28,811,2,735,535,2,2222,346,35,243,272,1,200,210,2,152,26,0,10,15,1,6,40,0,55,57,1,38,1,1,29,10,1,31,6,1,38,1,0,29,5,0,1,227,0,245,57,2,27,6,0,29,16,0,4,6,0,24,11,0,4,60,0,20,26,3,26
4/8/2021,42,1,6,215,8,129,71,2,81,90,3,125,39,2,32,300,6,146,26,2,14,50,0,28,95,0,134,6,0,15,1239,10,575,121,0,38,673,13,1182,796,39,2718,297,27,229,220,5,210,205,10,210,43,1,5,29,3,5,44,0,51,23,0,0,3,0,3,5,0,1,0,0,0,3,0,29,16,0,4,153,0,554,23,2,59,11,1,3,0,0,3,9,0,7,2,0,26,75,2,30,31,1,40
4/9/2021,28,1,6,145,2,78,79,1,77,79,3,110,49,0,16,231,4,126,58,1,9,50,0,15,71,2,45,38,0,25,1013,10,609,143,4,61,931,22,452,569,26,2782,308,14,249,222,6,151,207,11,164,25,0,0,42,1,611,77,0,44,55,1,66,6,1,0,16,0,4,42,1,66,6,0,6,1,0,19,80,2,0,55,1,32,0,0,0,15,0,5,2,0,4,0,0,6,66,0,37,27,0,28
4/10/2021,20,3,5,155,5,106,78,2,84,94,6,106,54,2,22,265,1,142,25,1,29,8,0,41,54,2,92,14,0,15,977,7,911,99,2,25,997,7,477,280,0,315,277,28,225,230,7,177,153,6,124,17,0,20,45,0,3,73,0,45,20,0,11,3,0,6,1,0,19,27,0,11,3,0,0,1,0,0,96,1,0,20,1,23,1,0,6,7,0,1,1,0,3,4,0,4,73,0,0,15,0,24
4/11/2021,7,0,0,114,1,92,75,2,73,52,0,94,52,0,42,191,5,135,38,0,7,20,1,52,183,2,142,28,0,18,1031,7,1426,105,1,65,747,5,665,205,23,355,249,22,264,130,6,203,115,1,120,19,0,3,0,0,2,52,0,43,8,0,51,0,0,143,1,0,0,10,0,51,0,0,1,2,0,0,30,0,130,8,1,39,14,0,143,10,0,0,7,0,33,0,0,94,20,1,39,10,0,9
4/12/2021,24,2,17,57,2,50,69,3,76,63,3,120,68,0,16,146,6,94,24,2,49,5,0,8,81,2,57,42,0,20,692,7,1357,331,2,55,1470,25,352,737,15,1262,251,34,235,131,3,265,169,7,159,32,0,0,42,0,158,0,0,0,49,0,177,3,0,3,2,0,0,17,0,177,3,1,1,1,0,19,43,0,47,49,0,93,0,0,3,1,0,8,24,0,4,0,0,20,30,0,67,8,0,10
4/13/2021,28,0,35,101,4,162,67,2,70,60,6,136,79,0,4,253,7,196,87,1,22,40,0,52,117,0,66,68,1,15,828,6,900,183,1,50,1456,23,1073,859,15,1952,249,32,223,232,7,231,150,7,122,5,1,52,116,0,9,80,0,49,55,1,135,6,1,5,1,0,19,14,1,135,6,0,2,2,0,5,94,0,80,55,1,63,15,0,5,16,3,26,2,3,2,3,0,10,12,0,161,61,1,22
4/14/2021,26,0,21,174,3,168,60,3,71,78,4,110,58,3,57,335,11,162,45,0,15,51,0,34,144,0,34,47,0,30,661,7,614,86,1,52,1568,17,669,716,21,1780,262,21,237,292,5,290,121,3,69,20,0,4,55,1,5,92,1,59,61,0,91,1,0,3,2,0,5,17,0,91,1,1,0,2,0,12,118,0,36,61,0,76,3,0,3,7,3,13,18,0,1,6,0,17,0,0,37,30,0,24
4/15/2021,40,1,101,158,5,153,68,1,75,63,5,98,48,2,21,269,10,106,129,0,10,49,0,47,188,2,116,16,0,20,1330,6,526,81,1,45,1216,42,1351,841,36,2119,294,26,228,221,5,267,202,5,178,31,0,0,52,5,120,88,0,48,27,0,20,1,0,18,2,0,12,28,0,20,1,0,1,2,0,0,93,0,68,27,1,75,25,0,18,16,1,12,0,0,0,3,0,48,63,0,30,14,0,11
4/16/2021,22,0,121,168,4,162,66,3,68,77,1,71,67,0,7,235,6,194,66,2,12,53,0,56,146,2,59,45,2,39,979,18,1035,152,3,54,998,5,612,669,28,1886,290,22,244,218,6,200,211,6,331,86,1,6,131,0,45,98,0,45,26,1,10,4,1,1,2,0,0,7,1,10,4,1,5,6,0,26,45,2,61,26,4,27,6,0,1,7,0,0,5,0,26,2,0,0,44,0,41,28,0,31
4/17/2021,35,1,113,206,7,140,63,1,74,126,7,99,70,0,4,320,6,215,69,0,37,68,2,66,94,2,46,6,0,25,1037,18,999,102,9,77,832,9,696,518,2,1818,285,26,250,158,9,281,169,8,172,33,4,27,24,2,57,97,3,46,70,0,21,1,0,1,6,0,26,15,0,21,1,0,1,4,0,2,35,0,15,70,1,0,3,0,1,12,1,20,13,0,13,6,0,45,13,0,34,27,0,50
4/18/2021,43,1,100,204,3,99,61,1,69,101,2,53,88,4,5,330,8,279,88,0,2,48,0,25,114,1,47,25,0,20,950,13,969,50,0,249,769,9,407,396,8,1358,241,16,224,143,6,225,172,10,180,0,0,1,4,1,9,78,3,42,7,0,14,1,0,11,4,0,2,55,0,14,1,0,4,12,0,4,22,0,10,7,2,8,2,0,11,7,0,7,13,0,5,4,0,0,6,0,48,17,1,34
4/19/2021,13,1,101,89,3,57,69,3,61,111,15,95,91,6,35,227,9,203,26,1,71,25,2,15,76,3,170,15,1,20,973,14,988,75,1,36,1421,8,853,678,16,1876,253,30,235,170,6,168,154,8,248,52,0,6,26,0,47,0,0,0,81,1,317,4,1,57,12,0,4,17,1,317,4,0,0,6,0,5,17,1,28,81,0,56,6,0,57,0,1,7,2,0,6,1,0,45,29,0,50,8,1,19
4/20/2021,52,6,113,176,6,148,67,2,66,93,7,59,107,3,33,410,14,212,86,0,36,74,1,64,152,3,129,46,1,20,460,14,898,109,1,39,1399,15,649,682,70,2320,258,34,212,210,4,243,207,8,272,18,0,0,248,2,339,77,2,59,15,4,229,6,4,0,6,0,5,24,4,229,6,0,1,8,2,16,78,0,83,15,1,69,2,0,0,9,1,2,1,0,4,5,0,14,15,0,25,13,0,26
4/21/2021,64,2,114,514,8,106,68,1,60,112,7,81,88,2,40,460,4,233,60,2,17,56,0,28,162,0,74,55,0,30,602,12,573,70,2,90,1004,44,2308,673,83,2082,303,28,229,229,9,242,196,8,152,42,0,18,284,0,0,98,0,60,26,0,76,10,0,11,8,2,16,10,0,76,10,0,0,1,1,13,65,3,42,26,3,63,1,0,11,0,1,4,10,1,2,11,0,59,24,0,0,12,0,10
4/22/2021,87,2,105,286,1,100,66,1,66,119,7,82,63,1,31,419,12,157,85,1,32,87,2,66,133,2,91,54,2,30,1266,11,651,102,1,93,1358,28,1338,600,37,1633,291,24,234,257,8,274,168,9,220,16,1,0,125,1,64,99,0,50,7,0,13,7,0,1,1,1,13,24,0,13,7,0,1,10,0,21,20,5,155,7,2,28,21,0,1,6,0,2,0,0,0,1,0,13,13,0,47,30,0,36
4/23/2021,91,2,9,232,3,228,65,5,64,101,12,53,80,2,60,477,11,242,50,0,21,43,0,37,339,1,267,95,0,35,884,18,721,173,2,98,1066,23,1031,374,45,1571,300,24,263,137,5,260,138,10,147,1,0,10,27,0,2,92,0,72,38,0,14,2,0,7,10,0,21,19,0,14,2,0,4,10,0,1,27,3,92,38,0,8,65,1,7,2,0,2,8,0,11,3,0,6,8,0,3,24,0,18
4/24/2021,46,5,107,295,6,261,64,0,56,125,3,95,68,1,26,421,9,326,101,2,38,65,0,67,167,2,197,27,1,34,907,12,885,58,0,122,630,23,990,317,54,618,257,18,230,149,4,262,124,3,105,0,0,0,53,1,43,96,0,65,46,0,2,3,0,1,10,0,1,11,0,2,3,0,1,3,0,1,14,1,19,46,0,5,6,0,1,6,0,2,0,0,9,6,0,1,5,0,15,20,0,24
4/25/2021,24,2,111,234,2,80,62,4,65,144,6,117,81,0,25,404,8,224,148,1,171,29,1,16,263,1,119,50,1,30,896,14,962,80,2,136,683,7,397,247,0,312,236,18,215,223,5,251,66,5,77,3,0,0,14,0,52,39,1,86,9,0,25,6,0,11,3,0,1,16,0,25,6,0,9,2,0,0,7,0,51,9,1,7,46,0,11,0,0,0,8,0,5,5,0,0,8,0,24,3,2,18
4/26/2021,67,3,33,93,5,53,69,1,60,99,9,67,67,7,74,614,14,207,137,4,147,42,2,45,194,4,175,86,0,40,749,14,1339,220,1,170,1941,16,835,646,53,489,247,23,664,184,2,225,105,6,175,58,0,9,71,0,29,0,0,0,39,0,26,0,0,149,2,0,0,23,0,26,0,1,1,3,0,0,14,0,70,39,1,11,3,1,149,9,0,3,0,0,0,0,0,20,2,0,19,11,0,15
4/27/2021,70,0,9,212,5,248,63,2,68,93,7,49,69,3,89,383,11,331,75,2,20,32,2,20,160,5,321,20,0,20,393,17,600,227,0,133,1164,17,846,354,41,643,237,24,245,164,5,212,150,10,127,59,1,6,128,3,284,56,0,77,39,0,40,1,0,1,3,0,0,24,0,40,1,0,8,6,0,3,57,0,40,39,0,23,4,0,1,0,0,0,0,0,0,1,0,4,14,0,16,38,1,22
4/28/2021,71,4,107,220,4,231,66,2,61,137,6,83,115,2,156,479,11,270,105,2,20,97,3,67,160,5,67,90,2,30,639,14,682,60,0,54,1354,14,1031,224,57,634,297,23,260,292,5,200,166,10,131,49,1,61,31,0,12,63,0,69,48,0,11,4,0,0,6,0,3,21,0,11,4,0,1,11,0,5,18,0,55,48,2,29,4,0,0,19,0,30,2,1,55,1,0,26,12,0,25,33,3,21
4/29/2021,82,3,56,281,6,246,67,1,58,117,9,129,97,2,52,579,10,281,118,1,37,92,3,97,238,2,115,40,0,25,987,23,480,110,0,194,1119,25,1145,592,74,1415,325,25,251,259,2,313,132,6,172,36,9,58,32,3,45,99,1,73,51,0,7,0,0,10,11,0,5,13,0,7,0,0,0,8,0,0,27,1,33,51,1,18,5,0,10,12,0,1,0,0,9,0,0,0,18,0,36,21,0,73
4/30/2021,78,1,83,162,2,140,68,1,64,126,3,70,61,1,50,521,14,403,114,0,12,74,0,21,226,3,151,114,3,50,789,4,540,72,10,32,1179,29,1179,400,75,923,316,22,265,262,1,258,137,3,141,65,0,29,90,5,17,73,0,70,58,0,31,0,0,109,8,0,0,9,0,31,0,0,1,5,0,62,31,3,8,58,4,33,3,0,109,8,0,10,13,0,7,2,0,4,27,0,31,9,2,37
5/1/2021,124,2,119,179,8,333,59,4,56,147,6,74,66,0,35,377,15,333,180,1,111,60,4,29,200,2,142,42,0,40,926,15,793,53,0,28,754,5,760,198,20,237,231,19,202,128,4,330,142,11,160,18,0,35,31,0,20,98,1,68,20,0,7,3,0,16,5,0,62,7,0,7,3,0,0,7,1,1,25,0,16,20,2,25,6,0,16,6,4,49,0,0,3,0,0,0,0,0,10,32,0,32
5/2/2021,68,7,53,270,6,137,64,2,59,130,8,58,75,0,26,583,16,345,145,0,8,78,2,30,93,4,89,70,1,40,854,10,984,55,2,68,672,7,482,179,18,80,206,27,208,180,5,308,86,6,98,29,1,6,252,2,174,95,1,73,14,0,1,22,0,144,7,1,1,34,0,1,22,1,6,0,1,0,4,0,13,14,1,11,1,3,144,0,1,2,5,0,7,0,0,0,0,0,14,12,0,9
5/3/2021,56,1,14,58,5,98,68,1,60,113,9,240,95,1,60,341,18,398,153,0,0,82,1,45,82,1,140,65,0,40,757,20,687,126,0,44,1292,16,944,531,31,599,215,20,252,157,5,332,105,8,112,129,2,28,61,1,62,0,0,0,56,0,44,2,0,9,0,1,0,18,0,44,2,0,4,0,1,13,13,0,9,56,2,94,0,1,9,3,2,3,14,0,0,3,0,33,0,0,16,1,2,27
5/4/2021,98,5,9,144,5,223,63,0,65,111,13,133,52,3,38,483,7,331,134,3,173,50,4,69,167,2,223,44,0,30,416,18,586,112,4,163,912,24,1385,375,27,668,290,31,236,159,11,253,150,9,124,30,6,24,59,0,25,117,4,99,22,0,20,0,0,66,0,1,13,17,0,20,0,0,7,4,0,0,21,0,8,22,1,97,6,0,66,4,0,4,0,0,0,1,0,6,3,0,5,21,0,6
5/5/2021,91,6,18,263,5,208,71,2,64,129,7,87,77,1,75,570,15,570,94,0,111,102,3,72,125,1,130,43,0,35,845,12,686,73,3,193,995,25,1287,530,60,588,271,27,225,232,6,261,128,7,104,26,12,0,55,2,133,116,5,100,29,2,13,1,2,7,4,0,0,3,2,13,1,0,3,10,0,30,6,0,56,29,3,129,2,0,7,4,0,13,18,0,7,7,0,21,18,0,18,23,0,38
5/6/2021,107,1,38,416,10,257,81,4,60,130,5,125,67,3,36,520,20,478,253,11,89,84,2,83,168,1,151,102,0,40,905,21,566,65,1,37,1038,6,1588,353,13,407,255,25,249,229,5,319,146,9,140,19,0,16,273,3,61,120,0,94,47,0,28,0,0,121,10,0,30,8,0,28,0,0,8,2,2,17,17,0,23,47,0,50,0,0,121,11,0,4,7,0,5,2,0,12,22,0,22,10,0,13
5/7/2021,113,4,114,283,7,204,95,1,76,142,7,107,53,4,27,628,17,506,94,0,33,87,2,75,197,1,343,75,1,45,783,20,595,68,0,50,1953,35,1333,524,12,762,232,22,280,184,11,271,114,8,168,28,1,9,89,6,116,133,0,104,36,0,18,1,0,29,2,2,17,16,0,18,1,0,2,7,0,10,27,0,18,36,0,33,7,0,29,0,1,2,0,0,15,3,0,0,2,0,5,30,0,34
5/8/2021,100,4,5,300,3,276,82,3,73,150,10,313,77,2,67,653,7,258,112,0,19,88,3,45,267,6,154,7,0,15,732,26,584,81,4,32,2209,4,1984,140,54,404,225,19,207,137,10,261,113,8,102,23,0,1,77,4,151,74,2,70,11,0,6,0,0,34,7,0,10,3,0,6,0,0,2,0,0,1,17,0,14,11,1,16,9,1,34,2,0,0,19,0,4,0,0,0,1,0,4,10,0,18
5/9/2021,28,6,93,322,11,171,76,2,75,140,7,173,54,6,46,454,26,223,92,0,312,75,2,64,184,3,157,54,1,38,809,16,690,61,0,174,492,8,557,138,40,439,230,17,196,140,10,202,103,5,119,2,0,2,52,2,13,124,2,103,5,0,9,3,0,55,0,0,1,16,0,9,3,0,7,3,0,0,11,0,6,5,0,10,0,1,55,0,1,1,3,0,0,1,0,0,17,0,18,8,0,21
5/10/2021,68,5,87,177,11,103,89,4,80,131,6,150,44,1,48,551,14,631,109,0,82,71,1,75,112,0,132,35,1,40,694,22,606,92,4,71,1070,16,2304,854,76,746,206,21,213,142,5,215,74,7,116,29,2,2,60,0,68,65,0,71,18,0,28,2,0,6,3,0,0,4,0,28,2,0,2,2,0,12,27,0,16,18,3,65,1,0,6,0,0,3,0,0,0,0,0,2,0,0,0,6,0,14
5/11/2021,100,2,33,231,3,268,83,2,73,100,8,123,85,18,217,587,24,527,147,2,132,64,1,104,143,1,188,50,0,45,406,20,667,82,1,45,1373,18,1073,540,80,781,257,31,193,154,5,306,101,11,94,15,2,12,125,1,167,88,2,120,57,0,39,3,0,1,2,0,12,11,0,39,3,0,0,8,0,7,26,0,32,57,1,22,6,0,1,7,0,3,1,1,4,2,0,0,2,0,18,21,0,21
5/12/2021,128,3,32,443,9,184,78,3,77,126,4,75,88,5,72,523,12,779,125,0,3,60,0,58,211,2,110,65,0,30,656,13,674,56,0,24,814,22,753,109,24,292,248,22,224,217,8,232,97,3,95,21,0,0,9,1,1,138,2,161,66,0,4,2,0,51,8,0,7,0,0,4,2,1,1,7,1,7,11,0,3,66,1,11,9,11,51,0,0,0,0,1,20,0,0,0,3,0,6,23,0,6
5/13/2021,26,1,22,94,0,228,82,1,70,99,5,43,49,5,25,513,14,262,98,12,256,14,0,20,73,2,71,76,0,48,785,15,585,34,0,1,400,10,601,480,1,1146,148,11,151,105,4,240,94,5,73,5,0,0,4,6,49,103,2,151,2,0,9,0,0,1,7,1,7,0,0,9,0,0,0,0,0,0,2,0,5,2,0,6,26,1,1,1,0,0,0,0,0,5,0,0,0,0,0,2,0,28
5/14/2021,5,3,18,0,0,2,86,2,67,67,5,47,29,1,34,112,16,503,98,0,13,64,2,39,65,0,132,37,0,61,632,16,547,39,0,15,610,2,685,162,24,448,141,15,173,97,13,165,47,3,96,12,0,9,77,1,75,107,1,179,16,0,0,0,0,329,0,0,0,9,0,0,0,0,0,0,0,0,6,0,4,16,0,20,0,1,329,1,0,2,32,0,9,0,0,0,0,0,4,3,0,12
5/15/2021,57,2,12,0,0,10,76,3,76,74,7,61,65,0,15,146,12,563,190,1,9,0,1,69,41,2,146,18,0,53,227,15,573,22,0,99,723,9,572,248,35,434,183,25,230,94,5,266,45,3,123,5,0,0,5,0,32,67,1,157,4,0,7,5,0,391,0,0,0,3,0,7,5,0,20,0,0,1,2,0,5,4,1,20,0,10,391,0,0,2,7,1,16,7,0,0,0,0,0,5,0,14
5/16/2021,35,2,74,141,6,230,80,4,73,77,7,182,58,2,24,355,6,566,222,12,242,22,1,22,75,3,173,16,0,40,161,18,293,66,2,42,792,6,442,346,16,399,164,16,164,135,5,158,74,6,76,18,0,3,0,0,43,97,2,158,0,0,2,0,0,176,0,0,1,1,0,2,0,0,0,0,0,0,4,0,3,0,1,9,0,4,176,3,0,0,0,0,0,1,0,3,0,0,0,6,1,14
5/17/2021,91,5,22,127,10,146,91,2,63,106,8,207,60,5,92,317,21,600,106,1,4,21,1,48,108,1,214,50,0,51,421,25,286,53,2,320,1361,26,1143,673,44,796,202,25,268,136,8,170,74,4,114,12,0,0,53,4,372,72,2,91,14,0,14,3,0,259,0,0,0,4,0,14,3,0,3,1,0,14,20,1,29,14,2,79,1,0,259,2,0,8,20,0,5,0,0,8,0,0,0,1,1,18
5/18/2021,128,4,74,230,7,244,95,2,101,68,8,171,55,5,154,321,18,577,164,2,128,5,1,72,131,2,308,35,0,50,219,15,208,29,2,0,1119,39,1607,561,16,637,227,21,230,155,3,212,79,5,102,50,1,50,50,1,92,133,2,154,17,0,36,2,0,1,1,0,14,5,0,36,2,0,13,1,1,29,22,0,25,17,2,48,0,0,1,6,0,0,0,0,6,4,0,0,0,0,0,20,3,44
5/19/2021,147,9,62,295,5,358,92,1,112,75,11,115,64,2,18,385,17,469,137,0,104,45,0,48,164,2,139,29,0,40,611,19,197,53,1,64,1219,8,1522,404,54,183,254,32,196,227,10,190,112,9,125,54,1,7,10,1,78,117,2,104,8,0,13,0,0,13,1,1,29,38,0,13,0,0,0,5,1,2,39,0,9,8,0,16,3,0,13,5,0,1,0,0,0,2,0,0,0,0,0,6,1,13
5/20/2021,199,3,2,349,7,223,98,1,83,95,12,123,69,23,143,421,11,597,205,0,283,83,7,35,194,2,149,4,1,30,895,20,96,87,1,344,1332,14,1324,550,69,427,259,21,243,269,10,225,83,4,102,16,1,11,12,1,57,128,2,109,8,0,3,0,0,10,5,1,2,33,0,3,0,0,1,15,0,2,57,0,21,8,3,71,7,2,10,0,0,0,7,0,5,8,0,0,0,0,0,6,0,0
5/21/2021,176,9,102,362,10,314,97,4,109,120,7,63,86,0,101,512,17,649,236,9,46,67,5,55,240,1,88,8,0,35,856,16,100,62,2,84,1085,16,1484,653,43,160,244,16,169,198,10,263,100,1,158,35,5,4,16,0,17,117,2,112,7,0,2,1,0,27,15,0,2,30,0,2,1,0,6,1,0,3,54,1,37,7,0,23,2,0,27,5,0,0,8,0,52,2,0,0,0,0,0,30,2,43
5/22/2021,135,6,9,301,8,304,87,6,76,204,6,111,70,0,56,639,6,432,174,0,60,63,3,67,190,1,66,4,0,10,932,12,397,66,4,100,997,15,639,486,31,120,233,16,196,138,6,212,50,4,86,30,0,21,36,0,42,84,2,114,15,0,15,1,0,0,1,0,3,33,0,15,1,0,3,0,0,8,3,3,45,15,1,0,11,1,0,3,0,0,0,0,0,7,0,0,0,0,0,5,1,12
5/23/2021,104,6,93,381,9,181,84,3,68,194,11,101,104,6,29,592,12,513,215,0,25,55,0,70,183,0,133,26,0,51,867,12,340,36,2,52,970,6,713,360,22,256,228,16,200,152,6,185,68,2,52,26,0,0,50,2,119,118,1,104,12,1,10,0,1,28,0,0,8,46,1,10,0,0,3,1,0,3,41,1,30,12,0,14,8,0,28,5,0,0,5,0,34,9,0,0,0,0,0,24,1,10
5/24/2021,167,8,257,154,1,194,99,2,96,130,6,75,94,1,41,665,24,202,247,1,313,76,3,91,135,0,99,35,0,12,819,10,302,49,1,51,1420,19,1450,905,14,886,227,20,206,149,7,200,62,1,66,24,0,7,67,1,118,83,0,99,21,0,0,0,0,29,1,0,3,52,0,0,0,0,3,2,0,5,14,1,8,21,1,15,0,0,29,2,0,3,0,0,19,4,0,20,28,0,0,2,2,17
5/25/2021,185,9,151,271,8,184,97,4,74,129,11,97,84,3,41,642,19,179,191,2,21,59,2,54,166,5,63,37,0,55,384,14,506,89,2,9,1024,13,1022,696,28,334,217,22,183,215,10,191,55,5,76,17,0,3,10,0,72,114,2,105,15,1,11,0,1,15,2,0,5,34,1,11,0,0,7,2,0,1,51,0,3,15,0,126,1,0,15,8,0,2,42,1,6,4,0,0,0,0,0,2,0,12
5/26/2021,267,4,39,290,3,267,85,3,77,159,8,49,75,2,57,739,27,347,190,3,56,77,0,53,271,2,78,80,0,56,617,11,516,44,0,23,660,10,662,548,24,250,257,20,126,190,6,192,59,4,42,22,5,0,21,1,4,121,2,102,17,0,1,0,0,4,2,0,1,13,0,1,0,0,0,0,0,2,9,0,3,17,2,10,4,0,4,1,0,2,0,0,0,2,0,0,0,0,0,14,2,4
5/27/2021,230,7,129,313,4,138,95,2,114,157,5,105,56,5,94,810,14,248,411,0,82,74,3,83,132,2,102,60,0,50,940,18,586,156,2,45,1370,15,1057,694,5,240,218,24,182,186,7,205,31,3,66,15,1,2,1,0,1,119,2,107,7,0,14,0,0,15,0,0,2,4,0,14,0,0,0,1,0,0,33,2,36,7,0,33,4,7,15,11,0,0,9,1,7,0,0,0,0,0,0,2,1,0
5/28/2021,260,8,145,172,11,217,89,3,77,152,2,89,85,4,61,503,19,459,219,8,155,63,2,88,183,7,122,70,0,51,602,19,908,53,2,62,1206,18,921,668,45,543,246,19,206,180,4,195,61,8,71,451,1,507,175,2,170,98,1,108,18,0,8,3,0,3,1,0,0,30,0,8,3,0,1,6,0,10,32,1,29,18,1,9,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,19,2,5
5/29/2021,293,7,126,361,10,402,82,5,80,165,12,253,98,1,80,652,19,413,456,8,175,79,7,46,176,2,213,8,1,40,898,12,998,72,3,72,927,7,893,1050,20,660,255,19,203,211,9,169,49,3,72,40,1,10,2,0,1,99,2,113,35,1,14,0,1,1,6,0,10,17,1,14,0,0,1,7,0,21,18,0,39,35,4,4,1,0,1,6,2,102,14,0,13,2,1,0,0,0,0,8,1,5
5/30/2021,270,3,117,269,15,188,72,1,71,122,7,95,89,1,37,726,21,451,294,7,201,90,2,5,245,0,120,30,1,53,1064,13,994,46,0,60,639,10,481,1007,9,276,217,17,160,176,12,167,42,2,60,76,10,101,25,1,11,133,3,114,14,0,3,0,0,13,7,0,21,3,0,3,0,0,4,7,0,0,61,1,15,14,0,2,4,0,13,11,0,0,0,0,0,16,0,19,0,0,0,2,0,9
5/31/2021,116,15,132,131,2,123,98,6,83,142,7,95,99,2,76,473,18,500,161,0,16,84,4,20,130,0,254,27,0,31,726,19,581,153,2,279,1316,24,1200,881,22,575,249,29,226,158,7,141,44,2,79,237,7,103,150,2,123,38,0,78,3,0,3,0,0,10,7,0,0,33,0,3,0,0,0,1,0,1,8,0,16,3,0,12,3,0,10,4,0,4,3,0,6,6,0,1,0,0,0,20,0,3
6/1/2021,122,1,120,185,9,333,95,1,78,150,7,125,97,3,30,452,13,589,227,22,190,66,2,63,90,1,175,19,0,40,519,12,519,119,1,30,892,10,2041,851,23,122,225,22,169,219,9,178,28,1,50,82,4,111,8,0,49,108,2,104,6,0,24,0,0,4,1,0,1,25,0,24,0,0,0,4,0,0,3,0,64,6,0,10,4,0,4,0,0,0,0,0,8,1,0,0,0,0,0,9,0,1
6/2/2021,101,2,1,224,1,118,93,0,84,129,8,84,90,3,40,615,16,579,351,8,42,86,0,30,100,4,152,66,0,41,601,20,584,69,0,55,930,22,2877,739,42,161,239,28,204,268,4,130,33,1,75,124,7,170,61,0,6,105,2,109,30,0,68,8,0,3,4,0,0,11,0,68,8,1,1,0,0,3,50,0,25,30,4,46,7,0,3,4,0,9,0,0,0,3,0,15,0,0,0,5,2,16
6/3/2021,214,7,48,177,6,280,96,0,98,161,6,102,100,9,33,380,13,474,217,13,120,66,0,43,159,0,238,81,0,63,714,21,501,100,3,87,1176,26,7641,687,28,452,260,25,206,206,7,145,46,1,70,67,4,63,33,1,9,86,3,113,6,0,38,9,0,29,0,0,3,17,0,38,9,0,0,2,0,12,38,1,15,6,2,15,5,0,29,0,0,11,3,0,6,4,0,5,0,0,0,16,0,20
6/4/2021,209,9,39,306,3,184,97,5,76,156,8,207,74,2,32,593,17,700,200,0,120,85,5,60,279,3,163,70,1,62,906,20,815,142,3,23,952,24,1736,887,53,572,301,22,256,299,5,161,51,3,75,77,4,55,233,3,271,123,3,105,21,0,37,49,0,2,2,0,12,18,0,37,49,0,4,1,0,2,13,1,18,21,0,2,8,0,2,2,0,2,37,1,1,4,0,0,0,0,0,11,0,13
